% Model,Masterthesis_Linus_PoissonsEqu.mph
% Version,COMSOL 6.1.0.357
% Date,"Feb 23 2024, 06:20"
% Dimension,1
% Nodes,301
% Expressions,1
% Description,Line graph
x-coordinate (m),Space Charge Density
0.005333333333333335,0
0.005366666666666668,0
0.005400000000000001,0
0.005433333333333335,0
0.005466666666666668,0
0.005500000000000001,0
0.0055333333333333345,0
0.005566666666666668,0
0.005600000000000002,0
0.005633333333333335,0
0.005666666666666669,0
0.005700000000000002,0
0.005733333333333335,0
0.005766666666666669,0
0.005800000000000002,0
0.005833333333333335,0
0.005866666666666669,0
0.0059000000000000025,0
0.005933333333333336,0
0.005966666666666669,0
0.006000000000000002,0
0.006033333333333335,0
0.006066666666666669,0
0.006100000000000002,0
0.006133333333333335,0
0.006166666666666669,0
0.006200000000000002,0
0.006233333333333336,0
0.0062666666666666695,0
0.006300000000000003,0
0.006333333333333337,0
0.00636666666666667,0
0.006400000000000003,0
0.006433333333333336,0
0.00646666666666667,0
0.006500000000000002,0
0.0065333333333333354,0
0.0065666666666666694,0
0.0066000000000000026,0
0.0066333333333333366,0
0.00666666666666667,0
0.006700000000000003,0
0.006733333333333336,0
0.00676666666666667,0
0.006800000000000003,0
0.006833333333333337,0
0.00686666666666667,0
0.006900000000000003,0
0.0069333333333333365,0
0.00696666666666667,0
0.007000000000000003,0
0.007033333333333337,0
0.00706666666666667,0
0.007100000000000003,0
0.007133333333333337,0
0.007166666666666669,0
0.007200000000000003,0
0.007233333333333336,0
0.007266666666666671,0
0.0073000000000000035,0
0.0073333333333333375,0
0.007366666666666671,0
0.007400000000000004,0
0.007433333333333337,0
0.007466666666666671,0
0.007500000000000003,0
0.007533333333333337,0
0.00756666666666667,0
0.0076000000000000035,0
0.0076333333333333375,0
0.007666666666666671,0
0.007700000000000004,0
0.007733333333333337,0
0.00776666666666667,0
0.007800000000000004,0
0.007833333333333338,0
0.007866666666666671,0
0.007900000000000004,0
0.007933333333333337,0
0.00796666666666667,0
0.008000000000000004,0
0.008033333333333337,0
0.008066666666666672,0
0.008100000000000003,0
0.008133333333333338,0
0.008166666666666671,0
0.008200000000000004,0
0.008233333333333337,0
0.008266666666666672,0
0.008300000000000005,0
0.008333333333333338,0
0.008366666666666672,0
0.008400000000000005,0
0.008433333333333338,0
0.008466666666666671,0
0.008500000000000004,0
0.008533333333333339,0
0.008566666666666672,0
0.008600000000000005,0
0.008633333333333338,0
0.008666666666666673,0
0.008700000000000005,0
0.008733333333333338,0
0.008766666666666671,0
0.008800000000000004,0
0.008833333333333337,0
0.008866666666666672,0
0.008900000000000005,0
0.008933333333333338,0
0.008966666666666671,0
0.009000000000000005,0
0.009033333333333338,0
0.00906666666666667,0
0.009100000000000004,0
0.009133333333333337,0
0.009166666666666672,0
0.009200000000000005,0
0.00923333333333334,0
0.009266666666666673,0
0.009300000000000006,0
0.00933333333333334,0
0.009366666666666672,0
0.009400000000000006,0
0.009433333333333339,0
0.009466666666666674,0
0.009500000000000005,0
0.00953333333333334,0
0.009566666666666673,0
0.009600000000000006,0
0.00963333333333334,0
0.009666666666666672,0
0.009700000000000005,0
0.009733333333333339,0
0.009766666666666672,0
0.009800000000000005,0
0.009833333333333338,0
0.00986666666666667,0
0.009900000000000003,0
0.009933333333333336,0
0.009966666666666667,0
0.01,0
